state,date,sex,ethnicity,abs,Year,Malaysia_total_population,lat,lon,birth_rate
Putrajaya,2014-01-01,both,overall,3064.0,2014,30696080,2.9256,101.6954,0.099817305662482
Putrajaya,2015-01-01,both,overall,2869.0,2015,31232744,2.9256,101.6954,0.09185872365233103
Putrajaya,2016-01-01,both,overall,2569.0,2016,31789641,2.9256,101.6954,0.08081248857135567
Putrajaya,2017-01-01,both,overall,2517.0,2017,32355608,2.9256,101.6954,0.07779176951334062
Putrajaya,2018-01-01,both,overall,2400.0,2018,32910918,2.9256,101.6954,0.07292412809633568
Putrajaya,2019-01-01,both,overall,2316.0,2019,33440538,2.9256,101.6954,0.06925725895917105
Putrajaya,2020-01-01,both,overall,2143.0,2020,33889515,2.9256,101.6954,0.06323489728312724
Putrajaya,2021-01-01,both,overall,2106.0,2021,34282367,2.9256,101.6954,0.06143099745708924
Putrajaya,2022-01-01,both,overall,1839.0,2022,34695445,2.9256,101.6954,0.053004075895265214
Putrajaya,2023-01-01,both,overall,1713.0,2023,35126249,2.9256,101.6954,0.04876694918378561
